date,developerResponse,review,rating,isEdited,userName,title,app_name,app_id
10/23/20 0:03,"{'id': 18876181, 'body': ""Hello, we are terribly sorry about this issue where the app is always crashing. We have released the new app version (21.0) where the app performance should be a bit better, but if it's still not working for you, we apologize and we thank you for your patience while the developers are still working to fix all performance issues. Hopefully, with the next release the app will work better. Thanks again for your patience. Ilaria - Support Agent\n"", 'modified': '2020-11-03T14:16:55Z'}","I’ve recently updated the app and I can no longer use it because it crashes after opening. Please fix the bugs, this was my favorite monthly cycle app.. I’ve been using it since 2012!!!",1,FALSE,hi I'm catbug,crashing after updating,clue-period-tracker-calendar,657189652
12/22/21 0:53,"{'id': 27011516, 'body': ""Hi Shaygify! We're very sorry to hear our current prices don't work for your budget. We often run promotions where you can purchase Flo Premium at a reduced price, so be sure to keep an eye out! Our price allows us to have resources for further development of the app and keep Flo essentials completely free for everyone. Kind regards, Flo Team"", 'modified': '2021-12-23T08:48:33Z'}","This app cost too much for what it’s worth. I’m sure they have their reasons but for me personally, I won’t be continuing my subscription.",1,FALSE,Shaygify,Too expensive,flo-period-pregnancy-tracker,1038369065
2/6/21 18:36,"{'id': 21004233, 'body': 'Hello! Thanks for the heads up and sorry about that bug. Feel free to reach us directly from the app: Support - Technical Issues - Known issues - Contact us or on our website support.helloclue.com. Thank you!', 'modified': '2021-02-11T16:26:39Z'}","My girlfriend used to use this app to share her cycle with me. However, it stopped sharing any information past December. I tried to remove and re-download the app, but no longer have the option to track her cycle. She tried sending me the link to view her cycle several times, but none of them work. 

Be better.",1,FALSE,johngbirds,Updates make app useless,clue-period-tracker-calendar,657189652
2/24/21 23:00,"{'id': 21376078, 'body': 'Hello, thanks for your feedback. While we understand and empathize with the fact that removing the fertile window may affect you and other users, this change is not intended to withhold information. Instead, it is meant to improve the quality of the information provided by replacing the fertile window with an estimated ovulation day. As scientific knowledge evolves, we feel it is our responsibility to evolve and align with it. Please reach us from support.helloclue.com or from the app if you have any questions. Thanks!\n', 'modified': '2021-03-01T17:30:17Z'}",Bring back the fertile window!! Some users used that to help when trying to conceive. It should be an option to have it visible. That’s the main reason why I have this app!,1,FALSE,seller32,Bring back fertile window,clue-period-tracker-calendar,657189652
12/1/20 4:08,"{'id': 19489707, 'body': 'Hi soffffyyyyyyyyy,\n\nWelcome to version 5.0 of Flo!\n\nHere at Flo we strive to help women put themselves first, providing you with accurate, easy-to-use health tracking and cycle prediction, along with evidence-based health and wellbeing content, and a supportive community. We’ve made some big changes to this version that we are excited to share with you!\n\nWith this update we’ve moved some features from the free plan to the premium plan, so some of the content that you are used to seeing on the free plan, is now available only to our premium subscribers. However, the core features of our app (cycle tracking and prediction) remain free for everyone.\n\nAll our users can now further personalize the app to make Flo’s predictions even more useful and accurate. Subscribers also get unlimited access to the Discovery section, our rich and robust library of multimedia health and wellness content.\n\nFlo’s business model is subscription-based. This means that the more value you and other users see in Flo, and are willing to pay for, the more resources we receive to continue developing the app, its functionality, content, and expertise. We’ve deliberately chosen this model because we think it is the fairest and most transparent one, the one that puts our users first. With a subscription model none of our users receive annoying or and irrelevant ads, and your data is safe and secure -- regardless of whether or not you’re a subscriber. Those of our users who subscribed to premium provide the resources for us to be able to keep the basics free for everyone.\n\nFlo has a team of over 250 employees, and over 80 medical and health experts from leading medical schools and hospitals -- OBGYNs, Endocrinologists, Psychologists, Dermatologists, Dietitians, and more. They make sure all the content in the app is evidence-based and trustworthy. Our product managers and engineers work hard to make sure the content and functionality you see in Flo is tailored to your needs, goals, and symptoms. To sustain a reliable app for hundreds of millions of women across the globe, we have best-in-class server infrastructure so you can smoothly use the app no matter where you are and what time it is. Every day we do our best to implement industry best practices and standards in data security. These are some of the costs to create a product that helps you on your journey to becoming your true best self, healthier and happier, every day.\n\nWe encourage you to check out the premium version! Each day you can find personalized interactive tips on wellness for that specific day, based on where you are in your cycle. These tips are designed to help you learn how your cycle can affect how you feel, and what your “superpowers” are for that day. We’ll also give you insight on which foods and exercise might be most nourishing for your body depending on where you are in your cycle, and much more. You can find tons of helpful health and wellness information in our new Insights section, which has replaced the Health Insights. Insights section has a rich and exclusive content library and is super easy to navigate.\n\nHere at Flo we have a lot of plans for how to make our app even more useful, accurate, informative, relevant, supportive, and fun for you -- no matter what your reproductive goals are. It’s our pleasure to keep developing the app so that you can discover and understand your body and mind, guided by experts, and supported by a community. If you do choose to become a premium subscriber, thank you for supporting the work that we do! We will do our best to provide you with substantial value for the subscription. Of course you’re free to stay on the free version as long as you like. Our core cycle tracking and prediction features are available to everyone, regardless of whether or not you subscribe.\n\nPlease send us your suggestions and feedback, and ask us any questions you have by contacting us at support@flo.health. This will help us do a better job of improving the app for you.\n\nThank you!', 'modified': '2020-12-02T11:27:24Z'}","used to be great and so helpful!! but now, for anything beyond the basic minimum, you have ti subscribe to flo premium. super upsetting and makes the app frustrating and not very helpful! stop profiting off of periods!!!!",2,FALSE,soffffyyyyyyyyy,flo premium ruined it,flo-period-pregnancy-tracker,1038369065
8/11/21 2:29,"{'id': 24472395, 'body': 'Hi kosu0981,\nThank you for your feedback! We really want to help you, but we need to know your identifier in the app to find the reason for the issue and provide a solution. Please contact us from the app (Menu - Contact support), and we’ll get back to you with more details on your request.\nKind regards,\nFlo Support Team', 'modified': '2021-08-12T15:22:20Z'}",I opted for 7 day trail for $1 and they charged me $30 instead.,1,FALSE,kosu0981,Cheat & charge more,flo-period-pregnancy-tracker,1038369065
7/21/20 19:15,"{'id': 16809507, 'body': 'Hi Da1nOnlyJo-Z,\n\nWelcome to version 5.0 of Flo!\n\nHere at Flo we strive to help women put themselves first, providing you with accurate, easy-to-use health tracking and cycle prediction, along with evidence-based health and wellbeing content, and a supportive community. We’ve made some big changes to this version that we are excited to share with you!\n\nWith this update we’ve moved some features from the free plan to the premium plan, so some of the content that you are used to seeing on the free plan, is now available only to our premium subscribers. However, the core features of our app (cycle tracking and prediction) remain free for everyone.\n\nAll our users can now further personalize the app to make Flo’s predictions even more useful and accurate. Subscribers also get unlimited access to the Discovery section, our rich and robust library of multimedia health and wellness content.\n\nFlo’s business model is subscription-based. This means that the more value you and other users see in Flo, and are willing to pay for, the more resources we receive to continue developing the app, its functionality, content, and expertise. We’ve deliberately chosen this model because we think it is the fairest and most transparent one, the one that puts our users first. With a subscription model none of our users receive annoying or and irrelevant ads, and your data is safe and secure -- regardless of whether or not you’re a subscriber. Those of our users who subscribed to premium provide the resources for us to be able to keep the basics free for everyone.\n\nFlo has a team of over 200 employees, and over 60 medical and health experts from leading medical schools and hospitals -- OBGYNs, Endocrinologists, Psychologists, Dermatologists, Dietitians, and more. They make sure all the content in the app is evidence-based and trustworthy. Our product managers and engineers work hard to make sure the content and functionality you see in Flo is tailored to your needs, goals, and symptoms. To sustain a reliable app for hundreds of millions of women across the globe, we have best-in-class server infrastructure so you can smoothly use the app no matter where you are and what time it is. Every day we do our best to implement industry best practices and standards in data security. These are some of the costs to create a product that helps you on your journey to becoming your true best self, healthier and happier, every day.\n\nWe encourage you to check out the premium version! Each day you can find personalized interactive tips on wellness for that specific day, based on where you are in your cycle. These tips are designed to help you learn how your cycle can affect how you feel, and what your “superpowers” are for that day. We’ll also give you insight on which foods and exercise might be most nourishing for your body depending on where you are in your cycle, and much more. You can find tons of helpful health and wellness information in our new Discovery section, which has replaced the Health Insights. Discovery has a rich and exclusive content library and is super easy to navigate.\n\nHere at Flo we have a lot of plans for how to make our app even more useful, accurate, informative, relevant, supportive, and fun for you -- no matter what your reproductive goals are. It’s our pleasure to keep developing the app so that you can discover and understand your body and mind, guided by experts, and supported by a community. If you do choose to become a premium subscriber, thank you for supporting the work that we do! We will do our best to provide you with substantial value for the subscription. Of course you’re free to stay on the free version as long as you like. Our core cycle tracking and prediction features are available to everyone, regardless of whether or not you subscribe.\n\nPlease send us your suggestions and feedback, and ask us any questions you have by contacting us at support@flo.health. This will help us do a better job of improving the app for you.\n\nThank you!', 'modified': '2020-07-22T13:02:22Z'}",Health insights used to be free and all of a sudden you have to pay for everything? No thanks.,1,FALSE,Da1nOnlyJo-Z,Not paying,flo-period-pregnancy-tracker,1038369065
1/27/22 17:51,"{'id': 27785188, 'body': 'Hi bffhirxvhiyfcv,\n\nThank you for sharing this. We’re sorry to hear you’re disappointed that we moved some features out of the free plan. Premium subscriptions fund the ongoing development of the app, while keeping the basics free for everyone. We welcome your feedback. Please email us at support@flo.health.\n\nKind Regards,\nFlo Support Team', 'modified': '2022-02-01T13:05:20Z'}",It is $40 a year for content you can get from other apps for free.,1,FALSE,bffhirxvhiyfcv,Overpriced for what it is,flo-period-pregnancy-tracker,1038369065
11/25/20 15:57,,The new update is just a big red flag ad you have to state at every time you check your cycle. The best part of this app used to be that it was free in exchange for our period data. That was fine. You can happily study my cycles for better women’s health. This new update is not acceptable. Please change the layout so I can make this review 5 stars.,1,FALSE,Blunts2Blaze,Great until update ❗️❗️❗️❗️,clue-period-tracker-calendar,657189652
4/29/21 13:56,"{'id': 22677710, 'body': ""Hello! We want Clue to be a sustainable app thanks to our users. We don't want to show ads, nor sell your data: we want to create real value in your lives. And the best way to do that was to introduce some paid features. Please reach us from support.helloclue.com, we'll be glad to clarify!"", 'modified': '2021-05-07T11:17:51Z'}","As if it is not enough they make money off of harvesting info off your phone, they keep taking away features and making it pay to play. These developers act like they are the only app out there doing the same thing. Greedy.",1,FALSE,weekend-yet?,Stop pay walling features,clue-period-tracker-calendar,657189652
